Phone Title,Screensize,resolution,FrontCam,OS,StorageMB,RAM,Battery mAh,Type,Specs Score,Likes
Infinix Hot 9 4GB64GB,6.6, 720 x 1600 pixels,8,OS:Android 10.0; XOS: 6.0,64,4,5000, Li-Po,63%,7
Infinix Note 7 Lite 4GB128GB,6.6, 720 x 1600 pixels,8,OS:Android 10.0; XOS: 6.0,128,4,5000, Li-Po,91%,9
Infinix S5 Pro 4GB64GB,6.53, 1080 x 2340 pixels,16,OS:Android 10.0,64,4,4000, Li-Po,88%,19
Infinix S5 Lite 4GB64GB,6.6, 720 x 1600 pixels,16,OS:Android 9.0 Pie; XOS: 5.5,64,4,4000, Li-Po,61%,39
Infinix S5 4GB64GB,6.6, 720 x 1600 pixels,32,OS:Android 9.0 Pie; XOS: 5.5,64,4,4000, Li-Po,61%,60
Infinix Hot 8 4GB64GB,6.52, 720 x 1600 pixels,8,OS:Android 9.0 Pie,64,4,5000, Li-Po,62%,154
Infinix Note 6,6.01, 1080 x 2160 pixels,16,OS:Android 9.0 Pie,64,4,4000, Li-Po,65%,33
LG Q61 4GB64GB,6.53, 1080 x 2340 pixels,16,OS:Android 9.0 Pie,64,4,4000, Li-Po,88%,9
LG W30 Pro,6.21, 720 x 1520 pixels,16,OS:Android 9.0 Pie,64,4,4000, Li-Po,57%,17
LG G6 Plus,5.7, 1440 x 2880 pixels,5,OS:Android 7.0 Nougat,128,4,3300, Li-Po,62%,7
LG Q6 Plus,5.5, 1080 x 2160 pixels,5,OS:Android 7.1.1 Nougat,64,4,3000, Li-Po,56%,4
Samsung Galaxy J7 Duo 2018,5.5, 720 x 1280 pixels,8,OS:Android 8.0 Oreo,32,4,3000, Li-Ion,56%,13
Samsung Galaxy A8 Star,6.3, 1080 x 2220 pixels,24,OS:Android 8.0 Oreo,64,4,3700, Li-Ion,69%,17
Samsung Galaxy J8,6, 720 x 1480 pixels,16,OS:Android 8.0 Oreo,64,4,3500, Li-Ion,59%,70
Samsung Galaxy A8 2018 64GB,5.6, 1080 x 2220 pixels,16, DualOS:Android 7.1.1 Nougat,64,4,3000, Li-Ion,62%,29
Samsung Galaxy A8 Plus 2018 64GB,6, 1080 x 2220 pixels,16, DualOS:Android 7.1.1 Nougat,64,4,3500, Li-Ion,63%,14
Samsung Galaxy S9,5.8, 1440 x 2960 pixels,8,OS:Android 8.0 Oreo,64,4,3000, Li-Ion,66%,67
Samsung Galaxy A8 Plus 2018 32GB,6, 1080 x 2220 pixels,16, DualOS:Android 7.1.1 Nougat,32,4,3500, Li-Ion,62%,17
Samsung Galaxy A8 2018 32GB,5.6, 1080 x 2220 pixels,16, DualOS:Android 7.1.1 Nougat,32,4,3000, Li-Ion,61%,18
Samsung Galaxy J7 Max,5.7, 1080 x 1920 pixels,13,OS:Android 7.0 Nougat,32,4,3300, Li-Ion,60%,14
Samsung Galaxy J6 Plus 64GB,6, 720 x 1480 pixels,8,OS:Android 8.1 Oreo,64,4,3300, Li-Ion,48%,56
Samsung Galaxy S9 128GB,5.8, 1440 x 2960 pixels,8,OS:Android 8.0 Oreo,128,4,3000, Li-Ion,69%,21
Samsung Galaxy A7 2018 128GB,6, 1080 x 2220 pixels,24,OS:Android 8.0 Oreo,128,4,3300, Li-Ion,72%,39
Samsung Galaxy A7 2018 64GB,6, 1080 x 2220 pixels,24,OS:Android 8.0 Oreo,64,4,3300, Li-Ion,68%,33
Samsung Galaxy A6 2018 64GB,5.6, 720 x 1480 pixels,16,OS:Android 8.0 Oreo,64,4,3000, Li-Ion,57%,31
Samsung Galaxy A6 Plus 2018 64GB,6, 1080 x 2220 pixels,24,OS:Android 8.0 Oreo,64,4,3500, Li-Ion,61%,32
Huawei 9X 4GB64GB,6.59, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; EMUI 9.1,64,4,4000, Li-Po,88%,10
Huawei P Smart Z,6.59, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; EMUI 9.1,64,4,4000, Li-Po,64%,11
Xiaomi Mi 8 Lite 4GB64GB,6.26, 1080 x 2280 pixels,24,OS:Android 8.1 Oreo; MIUI 10.2,64,4,3350, Li-Po,60%,21
Xiaomi Redmi Note 6 Pro 4GB64GB,6.26, 1080 x 2280 pixels,20,OS:Android 8.1 Oreo; MIUI 9.0,64,4,4000, Li-Po,59%,16
Xiaomi Redmi Note 5 4GB64GB,5.99, 1080 x 2160 pixels,5,OS:Android 7.1.2 Nougat; MIUI 10,64,4,4000, Li-Po,61%,5
Xiaomi Mi A2 Lite 4GB64GB,5.84, 1080 x 2280 pixels,5,OS:Android 8.1 Oreo,64,4,4000, Li-Po,61%,9
Xiaomi Mi A2 4GB64GB,5.99, 1080 x 2160 pixels,20,OS:Android 8.1 Oreo,64,4,3000, Li-Po,59%,8
Xiaomi Redmi Note 7 64GB,6.3, 1080 x 2340 pixels,13,OS:Android 9.0 Pie,64,4,4000, Li-Po,62%,29
Xiaomi Redmi Note 7 Pro 64GB,6.3, 1080 x 2340 pixels,13,OS:Android 9.0 Pie,64,4,4000, Li-Po,86%,23
Xiaomi Mi Play,5.84, 1080 x 2280 pixels,8,OS:Android 9.0 Pie,64,4,3000, Li-Ion,60%,18
Xiaomi Mi A2 32GB,5.99, 1080 x 2160 pixels,20, Android One,32,4,3000, Li-Po,57%,3
Xiaomi Mi Max 2 64GB,6.44, 1080 x 1920 pixels,5,OS:Android 7.1.1 Nougat,64,4,5300, Li-Ion,63%,7
Xiaomi Redmi Note 4 64GB,5.5, 1080 x 1920 pixels,5,OS:Android 6.0 Marshmallow,64,4,4100, Li-Ion,62%,8
Realme 6 4GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; Realme UI,128,4,4300, Li-Po,100%,7
Realme 6 4GB64GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; Realme UI,64,4,4300, Li-Po,99%,2
Realme C15 4GB64GB,6.5, 720 x 1560 pixels,8,OS:Android 10.0; Realme UI 1.0,64,4,6000, Li-Po,67%,8
Realme 5s 4GB128GB,6.5, 720 x 1600 pixels,13,OS:Android 9.0 Pie; Realme UI,128,4,5000, Li-Po,91%,6
Realme 5s 4GB64GB,6.5, 720 x 1600 pixels,13,OS:Android 9.0 Pie; Realme UI,64,4,5000, Li-Po,87%,4
Realme 5i 4GB64GB,6.52, 720 x 1600 pixels,8,OS:Android 9.0 Pie; Realme UI,64,4,5000, Li-Po,61%,4
Realme Narzo 4GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; Realme UI 1.0,128,4,4300, Li-Po,91%,11
Huawei Y9 2019 64GB,6.5, 1080 x 2340 pixels,13, DualOS:Android 8.1 Oreo,64,4,4000, Li-Ion,64%,199
Huawei Mate 20 128GB 4GB,6.53, 1080 x 2244 pixels,24,OS:Android 9.0 Pie,128,4,4000, Li-Po,67%,9
Huawei Honor 8X Max 64GB,7.12, 1080 x 2244 pixels,8,OS:Android 8.1 Oreo,64,4,5000, Li-Po,64%,12
Huawei Honor 8X 64GB,6.5, 1080 x 2340 pixels,16,OS:Android 8.1 Oreo,64,4,3750, Li-Po,67%,17
Xiaomi Mi Mix 2 256 GB,5.99, 1080 x 2160 pixels,5,OS:Android 7.1 Nougat,256,6,3400, Li-Ion,76%,7
Xiaomi Mi Mix 2 128 GB,5.99, 1080 x 2160 pixels,5,OS:Android 7.1 Nougat,128,6,3400, Li-Ion,69%,4
Xiaomi Mi Mix 2 64 GB,5.99, 1080 x 2160 pixels,5,OS:Android 7.1 Nougat,64,6,3400, Li-Ion,65%,5
Xiaomi Mi Note 3 128 GB,5.5, 1080 x 1920 pixels,16,OS:Android 7.1 Nougat,128,6,3500, Li-Ion,67%,7
Xiaomi Mi Note 3 64 GB,5.5, 1080 x 1920 pixels,16,OS:Android 7.1 Nougat,64,6,3500, Li-Ion,64%,12
HTC U11 128 GB,5.5, 1440 x 2560 pixels,16,OS:Android 7.1 Nougat,128,6,3000, Li-Ion,70%,16
Gionee M7,6.01, 1080 x 2160 pixels,8,OS:Android 7.1 Nougat,64,6,4000, Li-Po,69%,8
Samsung Galaxy M21 6GB128GB,6.4, 1080 x 2340 pixels,20,OS:Android 10; One UI 2.0,128,6,6000, Li-Po,100%,30
Samsung Galaxy A31 6GB128GB,6.4, 1080 x 2400 pixels,20,OS:Android 10; One UI 2.0,128,6,5000, Li-Po,98%,31
Samsung Galaxy M31 6GB128GB,6.4, 1080 x 2340 pixels,32,OS:Android 10.0; One UI 2.0,128,6,6000, Li-Po,100%,84
Samsung Galaxy M31 6GB64GB,6.4, 1080 x 2340 pixels,32,OS:Android 10.0; One UI 2.0,64,6,6000, Li-Po,100%,22
Samsung Galaxy S10 Lite 6GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,6,4500, Li-Po,100%,22
Samsung Galaxy Note 10 Lite 6GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,6,4500, Li-Po,73%,26
Samsung Galaxy A71 6GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,6,4500, Li-Po,100%,30
Samsung Galaxy A51 6GB128GB,6.5, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,6,4000, Li-Po,95%,58
Samsung Galaxy A90 5G 6GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 9.0 Pie; One UI,128,6,4500, Li-Po,100%,18
Samsung Galaxy A70s 6GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 9.0 Pie; One UI,128,6,4500, Li-Po,100%,41
Samsung Galaxy M30s 6GB128GB,6.4, 1080 x 2400 pixels,16,OS:Android 9.0 Pie; One UI,128,6,6000, Li-Po,100%,113
Samsung Galaxy A50s 6GB128GB,6.4, 1080 x 2340 pixels,32,OS:Android 9.0 Pie,128,6,4000, Li-Po,95%,69
Samsung Galaxy M40 6GB128GB,6.3, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; One UI,128,6,3500, Li-Po,81%,44
Samsung Galaxy A60,6.3, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; One UI,128,6,3500, Li-Po,81%,92
Samsung Galaxy A70 128GB 6GB,6.7, 1080 x 2400 pixels,32,OS:Android 9.0 Pie,128,6,4500, Li-Po,83%,286
Lenovo Z6 Youth 6GB128GB,6.3, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ZUI 11,128,6,4050, Li-Po,72%,25
Lenovo Z6 Pro 6GB128GB,6.39, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; ZUI 11,128,6,4000, Li-Po,98%,10
Lenovo Z6 6GB128GB,6.39, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ZUI 11,128,6,4000, Li-Po,77%,10
Lenovo Z6 6GB64GB,6.39, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ZUI 11,64,6,4000, Li-Po,74%,8
Tecno Camon 11 Pro,6.2, 720 x 1500 pixels,24,OS:Android 8.1 Oreo,64,6,3750, Li-Ion,58%,105
Tecno Phantom 8,5.7, 1080 x 1920 pixels,20,OS:Android 7.0 Nougat,64,6,3500, Li-Ion,67%,165
Oppo K5 6GB128GB,6.4, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; Color OS: 6.1,128,6,4000, Li-Po,100%,23
Oppo Reno Z 6GB256GB,6.4, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; ColorOS: 6,256,6,4035, Li-Po,100%,39
Oppo Reno Z 6GB128GB,6.4, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; ColorOS: 6,128,6,4035, Li-Po,95%,34
Oppo K3 64GB,6.5, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ColorOS: 6,64,6,3765, Li-Po,67%,43
Oppo Reno 10x zoom 128GB 6GB,6.6, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ColorOS: 6,128,6,4065, Li-Po,98%,75
Oppo Reno 128GB 6GB,6.4, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ColorOS: 6,128,6,3765, Li-Po,94%,100
Oppo F11 Pro 128GB 6GB,6.5, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; ColorOS: 6 UI,128,6,4000, Li-Po,94%,232
Oppo F9 Pro,6.3, 1080 x 2340 pixels,25,OS:Android 8.1 Oreo,64,6,3500, Li-Po,66%,54
Nokia 9 PureView,5.99, 1440 x 2880 pixels,20,OS:Android 9.0 Pie (One edition),128,6,3320, Li-Po,73%,49
Nokia 8 Sirocco,5.5, 1440 x 2560 pixels,5,OS:Android 8.0 Oreo,128,6,3260, Li-Ion,71%,14
Xiaomi Black Shark 2 6GB128GB,6.39, 1080 x 2340 pixels,20,OS:Android 9.0 Pie,128,6,4000, Li-Ion,98%,6
Xiaomi Black Shark 6GB64GB,5.99, 1080 x 2160 pixels,20,OS:Android 8.0 Oreo,64,6,4000, Li-Ion,74%,3
Xiaomi Black Shark Helo 6GB128GB,6.01, 1080 x 2160 pixels,20,OS:Android 8.0 Oreo,128,6,4000, Li-Ion,78%,5
Xiaomi Mi CC9e 6GB128GB,6.01, 720 x 1560 pixels,32,OS:Android 9.0 Pie; MIUI 10,128,6,4030, Li-Po,92%,13
Xiaomi Mi CC9e 6GB64GB,6.01, 720 x 1560 pixels,32,OS:Android 9.0 Pie; MIUI 10,64,6,4030, Li-Po,88%,5
Xiaomi Mi CC9 6GB128GB,6.39, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; MIUI 10,128,6,4030, Li-Po,95%,12
Xiaomi Mi CC9 6GB64GB,6.39, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; MIUI 10,64,6,4030, Li-Po,91%,4
Xiaomi Redmi K20 Pro 6GB128GB,6.39, 1080 x 2340 pixels,20,OS:Android 10.0; OxygenOS: 10.0.4,128,6,4000, Li-Po,98%,11
Xiaomi Redmi K20 Pro 6GB64GB,6.39, 1080 x 2340 pixels,20,OS:Android 10.0; OxygenOS: 10.0.4,64,6,4000, Li-Po,95%,18
Xiaomi Redmi K20 6GB128GB,6.39, 1080 x 2340 pixels,20,OS:Android 10.0; OxygenOS: 10.0.4,128,6,4000, Li-Po,95%,4
Xiaomi Redmi K20 6GB64GB,6.39, 1080 x 2340 pixels,20,OS:Android 10.0; OxygenOS: 10.0.4,64,6,4000, Li-Po,91%,6
Xiaomi Mi Mix 2S 6GB128GB,5.99, 1080 x 2160 pixels,5,OS:Android 8.0 Oreo; MIUI 10,128,6,3400, Li-Ion,71%,3
Xiaomi Mi 8 Lite 6GB128GB,6.26, 1080 x 2280 pixels,24,OS:Android 8.1 Oreo; MIUI 10.2,128,6,3350, Li-Po,67%,13
Oppo A92s 6GB128GB,6.57, 1080 x 2400 pixels,16, dualOS:Android 10; ColorOS: 7.1,128,6,4000, Li-Po,93%,4
Realme 6 Pro 6GB128GB,6.6, 1080 x 2400 pixels,16, dualOS:Android 10; Realme UI,128,6,4300, Li-Po,100%,9
Realme 6 Pro 6GB64GB,6.6, 1080 x 2400 pixels,16, dualOS:Android 10; Realme UI,64,6,4300, Li-Po,100%,5
Realme X50m 5G 6GB128GB,6.57, 1080 x 2400 pixels,16,OS:Android 10; Realme UI 1.0,128,6,4200, Li-Po,96%,1
Realme X50 Pro Player 6GB128GB,6.44, 1080 x 2400 pixels,16,OS:Android 10; Realme UI 1.0,128,6,4200, Li-Po,99%,2
Realme 5 Pro 6GB64GB,6.3, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; Realme UI,64,6,4035, Li-Po,92%,2
Realme X2 6GB64GB,6.4, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; Realme UI,64,6,4000, Li-Po,100%,6
Samsung Galaxy M51 6GB128GB,6.7, 1080 x 2340 pixels,32,OS:Android 10.0; One UI 2.0,128,6,7000, Li-Po,100%,12
Samsung Galaxy Z Fold 2 5G 12GB256GB,7.6, 1768 x 2208 pixels,10,OS:Android 10.0; One UI 2.0,128,6,7000, Li-Po,93%,14
Samsung Galaxy M31s 6GB128GB,6.5, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2.0,128,6,6000, Li-Po,100%,28
Samsung Galaxy A21s 6GB64GB,6.5, 720 x 1600 pixels,13,OS:Android 10; One UI 2,64,6,5000, Li-Po,91%,22
Samsung Galaxy A71 5G 6GB128GB,6.7, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,6,4500, Li-Po,100%,13
Samsung Galaxy A51 5G 6GB128GB,6.5, 1080 x 2400 pixels,32,OS:Android 10.0; One UI 2,128,6,4500, Li-Po,96%,12
Huawei Mate 9 Pro 128GB,5.5, 1440 x 2560 pixels,8,OS:Android 7.0 Nougat,128,6,4000, Li-Po,78%,6
Oppo F5 64GB,6, 1080 x 2160 pixels,20,OS:Android 7.1 Nougat,64,6,3200, Li-Ion,68%,42
OnePlus Nord 6GB64GB,6.44, 1080 x 2400 pixels,32,OS:Android 10.0; OxygenOS: 10.0,64,6,4115, Li-Po,93%,6
OnePlus 7 Pro 128GB,6.67, 1440 x 3120 pixels,16,OS:Android 9.0 Pie; EMUI 9.1,128,6,4000, Li-Po,100%,44
OnePlus 7 128GB,6.41, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; OxygenOS: 9,128,6,3700, Li-Po,97%,9
OnePlus 6T 128GB,6.41, 1080 x 2340 pixels,16,OS:Android 9.0 Pie,128,6,3700, Li-Po,74%,25
OnePlus 6,6.28, 1080 x 2280 pixels,16,OS:Android 8.1 Oreo,64,6,3300, Li-Po,70%,44
OnePlus 5T 64GB,6.01, 1080 x 2160 pixels,16,OS:Android 7.1.1 Nougat,64,6,3300, Li-Po,70%,20
OnePlus 5 64GB,5.5, 1080 x 1920 pixels,16,OS:Android 7.1.1 Nougat,64,6,3300, Li-Po,68%,13
OnePlus 3T 128GB,5.5, 1080 x 1920 pixels,16,OS:Android 6.0.1 Marshmallow,128,6,3400, Li-Ion,65%,8
OnePlus 3T 64GB,5.5, 1080 x 1920 pixels,16,OS:Android 6.0.1 Marshmallow,64,6,3400, Li-Ion,62%,16
Honor X10 Max 5G 6GB128GB,7.09, 1080 x 2280 pixels,8,OS:Android 10.0; Magic UI 3.1,128,6,5000, Li-Po,96%,5
Honor 30 Youth 6GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 10.0; Magic UI 3.1,128,6,4000, Li-Po,94%,5
Honor 30 Youth 6GB64GB,6.5, 1080 x 2400 pixels,16,OS:Android 10.0; Magic UI 3.1,64,6,4000, Li-Po,90%,5
Honor 30 6GB128GB,6.53, 1080 x 2400 pixels,32,OS:Android 10.0; Magic UI 3 (HMS),128,6,4000, Li-Po,91%,3
HTC Desire 20 Pro 6GB128GB,6.5, 1080 x 2340 pixels,25,OS:Android 10,128,6,5000, Li-Po,96%,15
HTC U12 Plus 64GB,6, 1440 x 2880 pixels,8, DualOS:Android 8.0 Oreo,64,6,3500, Li-Ion,70%,14
HTC U11 Plus 128GB,6, 1440 x 2880 pixels,8,OS:Android 8.0 Oreo,128,6,3930, Li-Ion,72%,17
Xiaomi Mi 10 Youth 5G 6GB128GB,6.57, 1080 x 2400 pixels,16,OS:Android 10; MIUI 11,128,6,4160, Li-Po,96%,5
Xiaomi Mi 10 Youth 5G 6GB64GB,6.57, 1080 x 2400 pixels,16,OS:Android 10; MIUI 11,64,6,4160, Li-Po,93%,5
Xiaomi Poco X2 6GB128GB,6.67, 1080 x 2400 pixels,20, dualOS:Android 10.0; MIUI 11,128,6,4500, Li-Po,100%,15
Xiaomi Poco X2 6GB64GB,6.67, 1080 x 2400 pixels,20, dualOS:Android 10.0; MIUI 11,64,6,4500, Li-Po,100%,4
Xiaomi Mi Note 10 6GB128GB,6.47, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; MIUI 11,128,6,5260, Li-Po,100%,14
Xiaomi Redmi K30 5G 6GB128GB,6.67, 1080 x 2400 pixels,20, dualOS:Android 10; MIUI 11,128,6,4500, Li-Po,100%,10
Xiaomi Redmi K30 5G 6GB64GB,6.67, 1080 x 2400 pixels,20, dualOS:Android 10; MIUI 11,64,6,4500, Li-Po,100%,6
Xiaomi Redmi K30 6GB128GB,6.67, 1080 x 2400 pixels,20, dualOS:Android 10; MIUI 11,128,6,4500, Li-Po,100%,5
Xiaomi Redmi K30 6GB64GB,6.67, 1080 x 2400 pixels,20, dualOS:Android 10; MIUI 11,64,6,4500, Li-Po,100%,6
Xiaomi Mi 9T Pro 6GB128GB,6.39, 1080 x 2340 pixels,20,OS:Android 9.0 Pie; EMUI 9.1,128,6,4000, Li-Po,98%,17
Xiaomi Mi 9T Pro 6GB64GB,6.39, 1080 x 2340 pixels,20,OS:Android 9.0 Pie; EMUI 9.1,64,6,4000, Li-Po,95%,11
Xiaomi Redmi Note 8 Pro 6GB128GB,6.53, 1080 x 2340 pixels,20,OS:Android 9.0 Pie; MIUI 10,128,6,4500, Li-Po,100%,70
Xiaomi Mi 9 Lite 6GB128GB,6.39, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; MIUI 10,128,6,4030, Li-Po,95%,21
Xiaomi Mi 9 Lite 6GB64GB,6.39, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; MIUI 10,64,6,4030, Li-Po,91%,8
Xiaomi Redmi Note 8 6GB128GB,6.3, 1080 x 2340 pixels,13,OS:Android 9.0 Pie; MIUI 10,128,6,4000, Li-Po,94%,13
Xiaomi Redmi Note 8 6GB64GB,6.3, 1080 x 2340 pixels,13,OS:Android 9.0 Pie; MIUI 10,64,6,4000, Li-Po,90%,5
Infinix S5 Pro 6GB128GB,6.53, 1080 x 2340 pixels,16,OS:Android 10.0,128,6,4000, Li-Po,95%,13
Infinix Note 7 6GB128GB,6.95, 720 x 1640 pixels,16,OS:Android 10.0; XOS: 6.0,128,6,5000, Li-Po,94%,40
Infinix S5 6GB128GB,6.6, 720 x 1600 pixels,32,OS:Android 9.0 Pie; XOS: 5.5,128,6,4000, Li-Po,68%,79
LG Velvet 6GB128GB,6.8, 1080 x 2460 pixels,16,OS:Android 10; LG UX 9,128,6,4300, Li-Po,96%,5
LG V50 ThinQ 5G,6.4, 1440 x 3120 pixels,8,OS:Android 9.0 Pie,128,6,4000, Li-Po,75%,21
LG G8 ThinQ,6.1, 1440 x 3120 pixels,8,OS:Android 9.0 Pie,128,6,3500, Li-Po,74%,16
Samsung Galaxy S9 Plus 128GB,6.2, 1440 x 2960 pixels,8,OS:Android 8.0 Oreo,128,6,3500, Li-Ion,74%,89
Samsung Galaxy S9 Plus,6.2, 1440 x 2960 pixels,8,OS:Android 8.0 Oreo,64,6,3500, Li-Ion,70%,73
Samsung Galaxy S10e 128GB 6GB,5.8, 1080 x 2280 pixels,10,OS:Android 9.0 Pie,128,6,3100, Li-Ion,70%,30
Samsung Galaxy A8s 128GB 6GB,6.4, 1080 x 2340 pixels,24,OS:Android 9.0 Pie,128,6,3400, Li-Ion,76%,34
Samsung Galaxy A9 2018 128GB 6GB,6.3, 1080 x 2220 pixels,24,OS:Android 8.0 Oreo,128,6,3800, Li-Ion,77%,35
Samsung Galaxy A6s 64GB,6, 1080 x 2160 pixels,12,OS:Android 8.0 Oreo,64,6,3300, Li-Ion,63%,12
Samsung Galaxy Note 9 128GB,6.4, 1440 x 2960 pixels,8,OS:Android 8.1 Oreo,128,6,4000, Li-Ion,74%,83
Huawei Nova 5T 6GB128GB,6.26, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; EMUI 10,128,6,3750, Li-Po,96%,15
Huawei Honor V30 6GB128GB,6.57, 1080 x 2400 pixels,32, dualOS:Android 10.0; Magic UI 3,128,6,4200, Li-Po,93%,14
Huawei Y9s 6GB128GB,6.59, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; EMUI 9.1,128,6,4000, Li-Po,94%,74
Huawei P30 Lite 6GB128GB,6.15, 1080 x 2312 pixels,24,OS:Android 9.0 Pie; EMUI 9.0,128,6,3340, Li-Po,93%,66
Huawei Mate 30 5G 6GB128GB,6.62, 1080 x 2340 pixels,24,OS:Android 10; EMUI 10,128,6,4200, Li-Po,93%,7
Huawei Mate 30 6GB128GB,6.62, 1080 x 2340 pixels,24,OS:Android 10; EMUI 10,128,6,4200, Li-Po,93%,6
Huawei Nova 5i Pro 6GB128GB,6.26, 1080 x 2340 pixels,32,OS:Android 9.0 Pie; EMUI 9.1,128,6,4000, Li-Po,95%,10
Huawei 9X 6GB128GB,6.59, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; EMUI 9.1,128,6,4000, Li-Po,95%,16
Huawei 9X 6GB64GB,6.59, 1080 x 2340 pixels,16,OS:Android 9.0 Pie; EMUI 9.1,64,6,4000, Li-Po,91%,9
Huawei Nova 5i 6GB128GB,6.4, 1080 x 2310 pixels,24,OS:Android 9.0 Pie; EMUI 9.1,128,6,4000, Li-Po,77%,13
Xiaomi Mi 9T 6GB128GB,6.39, 1080 x 2340 pixels,20,OS:Android 9.0 Pie; MIUI 10,128,6,4000, Li-Po,95%,13
Xiaomi Mi 9T 6GB64GB,6.39, 1080 x 2340 pixels,20,OS:Android 9.0 Pie; MIUI 10,64,6,4000, Li-Po,91%,4
Xiaomi Mi A2 6GB128GB,5.99, 1080 x 2160 pixels,20,OS:Android 8.1 Oreo,128,6,3000, Li-Po,66%,6
Xiaomi Mi Mix 3 5G 64GB 6GB,6.39, 1080 x 2340 pixels,24,OS:Android 9.0 Pie,64,6,3800, Li-Po,68%,6
Xiaomi Mi Mix 3 6GB 128GB,6.39, 1080 x 2340 pixels,24,OS:Android 9.0 Pie,128,6,3200, Li-Ion,70%,7
Xiaomi Pocophone F1 128GB,6.18, 1080 x 2246 pixels,20,OS:Android 8.1 Oreo,128,6,4000, Li-Po,72%,20
Xiaomi Pocophone F1 64GB,6.18, 1080 x 2246 pixels,20,OS:Android 8.1 Oreo,64,6,4000, Li-Po,69%,15
Realme C17 6GB128GB,6.5, 720 x 1600 pixels,8,OS:Android 10; Realme UI,128,6,5000, Li-Po,68%,2
Realme 7 Pro 6GB128GB,6.4, 1080 x 2400 pixels,32,OS:Android 10; Realme UI,128,6,4500, Li-Po,100%,4
Realme 7 6GB64GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; Realme UI,64,6,5000, Li-Po,100%,6
Realme X7 Pro 6GB128GB,6.55, 1080 x 2400 pixels,32,OS:Android 10; Realme UI,128,6,4500, Li-Po,100%,6
Realme X7 6GB128GB,6.4, 1080 x 2400 pixels,32,OS:Android 10; Realme UI,128,6,4300, Li-Po,100%,3
Realme V3 6GB128GB,6.5, 720 x 1600 pixels,8,OS:Android 10; Realme UI,128,6,5000, Li-Po,69%,2
Realme V3 6GB64GB,6.5, 720 x 1600 pixels,8,OS:Android 10; Realme UI,64,6,5000, Li-Po,66%,2
Realme V5 5G 6GB128GB,6.5, 1080 x 2400 pixels,16,OS:Android 10; Realme UI 1.0,128,6,5000, Li-Po,96%,10
Realme X3 6GB128GB,6.6, 1080 x 2400 pixels,16,OS:Android 10; Realme UI,128,6,4200, Li-Po,100%,6
Huawei Mate 20X,7.2, 1080 x 2244 pixels,24,OS:Android 9.0 Pie,128,6,5000, Li-Po,93%,34
Huawei Mate 20 Pro 128GB,6.39, 1440 x 3120 pixels,24,OS:Android 9.0 Pie,128,6,4200, Li-Po,94%,52
Xiaomi Mi Mix 2 8 GB RAM,5.99, 1080 x 2160 pixels,5,OS:Android 7.1 Nougat,128,8,3400, Li-Ion,72%,4
Samsung Galaxy Z Flip 8GB256GB,6.7, 1080 x 2636 pixels,10,OS:Android 10.0; One UI 2,256,8,3300, Li-Po,82%,19
Samsung Galaxy S20 S20 Plus,6.7, 1440 x 3200 pixels,10,OS:Android 10.0; One UI 2,128,8,4500, Li-Po,55%,39
Samsung Galaxy S20,6.2, 1440 x 3200 pixels,10,OS:Android 10.0; One UI 2,128,8,4000, Li-Po,78%,28
