REGION,COUNTRY,PNET ID,Partner Tier,GSI (Y/N),High Touch (Y/N),Veritas Partners,Stakeholder type,"Areas of Support
",Activity type,"Activity 
Date
DD/MM/YYYY",Notes category,Notes (free text)
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,1/7/2021,General,Training for Anise : Folder creation
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,1/7/2021,General,Training for Anise : Claim reminders
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Emails,1/7/2021,General,Tommy on reminders sent to partner on claims
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,1/7/2021,General,Request access for Anise into approving L1 for ASR and PAR
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas APJ,Non Marketing,Emails,1/7/2021,General,"Share SuperCharge reporting request to Matt Blades, arrange for walkthrough."
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,1/7/2021,General,ASR Weekly reporting
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas APJ,Non Marketing,Emails,1/7/2021,General,"Share SuperCharge reporting request to Matt Blades, arrange for walkthrough."
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas APJ,Regional Reporting,Emails,2/7/2021,General,Highlight Topline ROI report to adjust - Manoj
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,2/7/2021,General,Forward Anise daily repors
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,5/7/2021,General,FX Rate training for Anise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas APJ,Regional Reporting,Emails,5/7/2021,General,Highlight ORR Open pipeline with dates 2 weeks old
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,5/7/2021,General,Forward Alex logic on VPDF Tagging
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas APJ,Regional Reporting,Emails,5/7/2021,General,Troubleshoot Topline MB report view with Alex and Cherise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,5/7/2021,General,Branding training with Anise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,5/7/2021,General,Branding training with Anise - Sample
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,5/7/2021,General,Branding training with Anise - Sample2
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,5/7/2021,General,Branding training with Anise - Resource for Veritas logo
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,5/7/2021,General,VPDF claims training with Anise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,5/7/2021,General,VPDF claims training with Anise  - 2
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,5/7/2021,General,Sent Joyce DEMO Unit process
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,5/7/2021,General,VPDF exception training with Anise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,5/7/2021,General,Flexicomms train
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,6/7/2021,General,Siruis on acitviity claims
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,6/7/2021,General,Q1 Plans sharing with Anise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,6/7/2021,General,OD VPDF sharing with Anise
South Asia & Pacific,Malaysia,9377,Distribution Partner,No,Y,Ingram Micro Malaysia Sdn Bhd,Veritas regional team,VPDF Planning,Emails,6/7/2021,General,IM MY activities planniing
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,6/7/2021,General,ASR Weekly reporting
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,6/7/2021,General,VMWare webinar registration
South Asia & Pacific,Malaysia,9377,Distribution Partner,No,Y,Ingram Micro Malaysia Sdn Bhd,Veritas regional team,VPDF Planning,Emails,6/7/2021,General,IM MY activities claim
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,6/7/2021,General,Sharing themarketing deck to Joyce  and PSMs
South Asia & Pacific,Indonesia,63113,Platinum,No,Y,PT Berca Hardayaperkasa,Veritas regional team,PRM related activities,Emails,7/7/2021,General,Reviewing POPs submitted
South Asia & Pacific,Indonesia,63113,Platinum,No,Y,PT Berca Hardayaperkasa,Veritas regional team,PRM related activities,Emails,7/7/2021,General,Assist partner on POPs submitted
South Asia & Pacific,Philippines,48398,Silver,No,Y,"Glo-Cal Advanced Systems, Inc.",Veritas regional team,PRM related activities,Emails,7/7/2021,General,review POPs by partner
South Asia & Pacific,Indonesia,63113,Platinum,No,Y,PT Berca Hardayaperkasa,Veritas regional team,PRM related activities,Emails,7/7/2021,General,Assist partner on POPs submitted
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,Non Marketing,Emails,7/7/2021,General,Announcement of Anise taking over from Sim and Sue for ASPR
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,7/7/2021,General,Shared Q4FY21 QBR deck to team to fill
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,Non Marketing,Emails,8/7/2021,General,Announcement of Anise taking over from Sim and Sue for ASPR
HQ,0,0,0,0,N,Veritas APJ,Veritas regional team,Regional Reporting,Emails,8/7/2021,General,Breakdown of Disti plat in Geo
South Asia & Pacific,Malaysia,9377,Distribution Partner,No,Y,Ingram Micro Malaysia Sdn Bhd,Veritas regional team,VPDF Planning,Emails,8/7/2021,General,IM MY activities to return
South Asia & Pacific,Philippines,48398,Silver,No,Y,"Glo-Cal Advanced Systems, Inc.",Veritas Channel Ops,PRM related activities,Emails,12/7/2021,General,review POPs by partner
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Regional Reporting,Emails,12/7/2021,General,Fix adding Objective in VPDF Activity and Claim tracer
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,12/7/2021,General,Designed new trackers for team
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,13/7/2021,General,Working on QBR Q1 numbers
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,13/7/2021,General,VMWare webinar registration report
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,13/7/2021,General,Intro Anise to Tommy
South Asia & Pacific,Indonesia,8777877,Distribution Partner,No,Y,PT. Synnex Metrodata Indonesia,Veritas regional team,VPDF Planning,Emails,13/7/2021,General,Reminded partners on activity request
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas Channel Ops,Non Marketing,Emails,13/7/2021,General,Checking access for Anise
South Asia & Pacific,Indonesia,63113,Platinum,No,Y,PT Berca Hardayaperkasa,Veritas regional team,VPDF Planning,Emails,13/7/2021,General,Reminded partners on activity request
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Regional Reporting,Emails,13/7/2021,General,Clariying report in Vknow Close OR report  on closing info like Bookings date
South Asia & Pacific,Indonesia,63113,Platinum,No,Y,PT Berca Hardayaperkasa,Veritas regional team,VPDF Planning,Emails,13/7/2021,General,Reminded partners on activity request
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,14/7/2021,General,Gather feedbacks from PSM DSM on SPIFF and Supercharg reporting - Weerakit
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,14/7/2021,General,Gather feedbacks from PSM DSM on SPIFF and Supercharg reporting - Tommy
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,14/7/2021,General,Gather feedbacks from PSM DSM on SPIFF and Supercharg reporting - Reina
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,14/7/2021,General,Gather feedbacks from PSM DSM on SPIFF and Supercharg reporting - Joyce
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,14/7/2021,General,Gather feedbacks from PSM DSM on SPIFF and Supercharg reporting - Kaylie
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,14/7/2021,General,Gather feedbacks from PSM DSM on SPIFF and Supercharg reporting - Alex
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,14/7/2021,General,SPIFF results Mar-Apr sharing to Cherise
South Asia & Pacific,Malaysia,9377,Distribution Partner,No,Y,Ingram Micro Malaysia Sdn Bhd,Partner,PRM related activities,Emails,14/7/2021,General,Review L1 request
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,14/7/2021,General,Review L1 request
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,16/7/2021,General,Checking access for Anise on PRM
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,15/7/2021,General,Forward BE Campaign brief to Anise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,16/7/2021,General,ASR Weekly reporting
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,19/7/2021,General,Topline report to Alex
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Emails,19/7/2021,General,Checking with PSMs on expired claims
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,21/7/2021,General,Share past Webinar to Anise-1
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,21/7/2021,General,Share past Webinar to Anise-2
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,21/7/2021,General,Share past Webinar to Anise-3
South Asia & Pacific,Philippines,63010,Distribution Partner,No,Y,"Wordtext Systems, Inc.",Partner,Partner Engagement,Emails,21/7/2021,General,Intro Anise to WSI 
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,21/7/2021,General,Meeting eDM to Alex and Anise
South Asia & Pacific,Philippines,63010,Distribution Partner,No,Y,"Wordtext Systems, Inc.",Partner,Partner Engagement,Emails,21/7/2021,General,Review partner request - Global Sapphire
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,22/7/2021,General,Forward PRM activity and Claims report to Anise
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,Non Marketing,Emails,22/7/2021,General,Intro Anise to PAR team
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,23/7/2021,General,BE incentive discussions with Alex and Anise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,26/7/2021,General,Fujitsu event discussion
South Asia & Pacific,Singapore,25861,Distribution Partner,No,Y,INGRAM MICRO ASIA LTD - SGD,Partner,PRM related activities,Emails,26/7/2021,General,Review L1 request
South Asia & Pacific,Indonesia,8777877,Distribution Partner,No,Y,PT. Synnex Metrodata Indonesia,Partner,Partner Engagement,Emails,27/7/2021,General,Intro of Anise to SMI
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,Partner Engagement,Emails,27/7/2021,General,Plan on SPIFF program cost and activity 
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,Partner Engagement,Emails,28/7/2021,General,Plan on SPIFF program cost and activity 
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,28/7/2021,General,Practice session on DLO webinar
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,30/7/2021,General,Extension of SPIFF program aug to dec 2021
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,30/7/2021,General,Extension of SPIFF program aug to dec 2021 -B
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,2/8/2021,General,VPDF planning with Tommy on ID
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Emails,2/8/2021,General,Reporting on VPDF Cuts comparing prev Qtr and Year
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,2/8/2021,General,VPDF planning with Tommy on ID
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,2/8/2021,General,ASR Weekly reporting - Monday format
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,2/8/2021,General,Intro Anise to Weerakit
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Emails,2/8/2021,General,Checking with PSMs on expired claims
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,PRM related activities,Emails,2/8/2021,General,Reporting on expired claims
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,PRM related activities,Emails,3/8/2021,General,Reporting on expired claims
South Asia & Pacific,Indonesia,36518046,Distribution Partner,No,Y,PT Tech Data Advanced Solutions Indonesia,Partner,Partner Engagement,Emails,3/8/2021,General,Intro Anise to Partner Lenny
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,PRM related activities,Emails,4/8/2021,General,CM team dashboard  for KPI progress
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas Channel Ops,PRM related activities,Emails,4/8/2021,General,VPDF adjustment of funding
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas Channel Ops,PRM related activities,Emails,4/8/2021,General,VPDF adjustment of funding
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,4/8/2021,General,Follow up on Bookings result for SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,VPDF Planning,Emails,5/8/2021,General,Shed light to Alex on PAR plans
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,VPDF Planning,Emails,5/8/2021,General,Feedback from ASPR on weekly detail reporting to reflect
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,PRM related activities,Emails,5/8/2021,General,Feedbback to HQ on list of values for SalesPlay for Q1template
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas Channel Ops,VPDF Planning,Emails,6/8/2021,General,Follow up on Bookings result for SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas Channel Ops,VPDF Planning,Emails,6/8/2021,General,Follow up on Bookings result for SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,7/8/2021,General,Review Weekly report for Anise to send out ASPR
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,11/8/2021,General,Advice CM team on list of values for SalesPlay for Q1template
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Emails,11/8/2021,General,Forward Action to advice SMI to Anise
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,11/8/2021,General,"Work with Manoj on adjusting Customer Key Segment, Campaign and Sales Play"
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,VPDF Planning,Emails,12/8/2021,General,Best practice sharing with PAR team - SPIFF
HQ,0,0,0,0,N,Veritas APJ,Veritas regional team,Non Marketing,Emails,12/8/2021,Escalations,"Escalate to VDI team on Anise vdi slowness, not able to create local PST"
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Emails,12/8/2021,General,Q1 templates for all region on list of values for SalesPlay sent to CM team
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Emails,13/8/2021,General,Feedback on Matt Blades reply on Oracle fields - SalesyCampaigns
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,PRM related activities,Emails,16/8/2021,General,Forward Action to advice SMI to Anise
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,Non Marketing,Emails,17/8/2021,General,Channel BE Bootcamp discussion with Trudie
HQ,0,0,0,0,N,Veritas APJ,Veritas regional team,Non Marketing,Emails,17/8/2021,General,Channel BE Bootcamp discussion on body content with team
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,Non Marketing,Emails,18/8/2021,General,Channel BE Bootcamp discussion with Trudie
South Asia & Pacific,Indonesia,8777877,Distribution Partner,No,Y,PT. Synnex Metrodata Indonesia,Partner,PRM related activities,Emails,19/8/2021,General,Assist on POP preparation for SPIFF
South Asia & Pacific,Indonesia,8777877,Distribution Partner,No,Y,PT. Synnex Metrodata Indonesia,Partner,PRM related activities,Emails,20/8/2021,General,Assist on POP preparation for SPIFF
South Asia & Pacific,Indonesia,36518046,Distribution Partner,No,Y,PT Tech Data Advanced Solutions Indonesia,Partner,PRM related activities,Emails,20/8/2021,General,Assist partner on request submission
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,23/8/2021,General,Assist on POP preparation for SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,24/8/2021,General,Sent out final results for ASR SPIFF (jun-jul21)
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,24/8/2021,General,Sent out final results for ASR Meeting Maker (Jun-Jul21)
South Asia & Pacific,Malaysia,53523,Distribution Partner,No,Y,Glocomp Systems (M) Sdn Bhd,Partner,PRM related activities,Emails,24/8/2021,Escalations,MB Submission Guide not accessible by some partners - Glocomp MY Disti
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,24/8/2021,General,Sent out voucher for ID ASR Meeting Maker (Jun-Jul21)
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas Channel Ops,Marketing Campaigns,Emails,25/8/2021,General,Reviewing PAR SPIFF Program with Cherise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,25/8/2021,General,Forwarding sample VPDF plans and action to Anise
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Emails,25/8/2021,General,Forwarding CM team Q221 Funds for future comparision against Q222 Funds
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Emails,25/8/2021,General,Forwarding CM team Q321 Funds for future comparision against Q322 Funds
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,VPDF Planning,Emails,26/8/2021,General,Forwarding CM team Q421 Funds for future comparision against Q422 Funds
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,27/8/2021,General,Check each country preferred Vouchers for ASR SPIFF  (Jun-Jul21)
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,27/8/2021,General,Meeting maker in Bahasa Indo
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,27/8/2021,General,Work with Sirius in prepping POP for Wikilabs on SPIFF outcomes
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,27/8/2021,General,Work with Sirius in prepping POP for Wikilabs on SPIFF outcomes
South Asia & Pacific,Indonesia,8777877,Distribution Partner,No,Y,PT. Synnex Metrodata Indonesia,Partner,PRM related activities,Emails,1/9/2021,General,Assist on POP preparation for SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,1/9/2021,General,Check each country preferred Vouchers for ASR SPIFF  (Jun-Jul21)
HQ,0,0,0,0,N,Veritas APJ,Veritas regional team,Non Marketing,Emails,1/9/2021,Escalations,"Escalate to VDI team on Anise vdi slowness, not able to create local PST"
HQ,0,0,0,0,N,Veritas APJ,Veritas regional team,Non Marketing,Emails,1/9/2021,Escalations,"Escalate to VDI team on Anise vdi slowness, not able to create local PST"
North Asia,0,0,0,0,N,Veritas KOR,Veritas regional team,Non Marketing,Emails,1/9/2021,General,Shared direction for KOR JMP and additional activity for Sue to feedback
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,2/9/2021,General,Help partner on POP submission for SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,2/9/2021,General,Action for Anise to store Meeting Maker items in OD
HQ,0,0,0,0,N,Veritas APJ,Veritas regional team,Non Marketing,Emails,2/9/2021,Escalations,"Escalate to VDI team on Anise vdi slowness, not able to create local PST"
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,2/9/2021,General,MB SPIFF discussion notes to Anise
HQ,0,0,0,0,N,Veritas APJ,Veritas regional team,Marketing Campaigns,Emails,3/9/2021,General,Best practice sharing with EMEA team - meeting maker and SPIFF
HQ,0,0,0,0,N,Veritas APJ,Veritas regional team,Marketing Campaigns,Emails,3/9/2021,General,Best practice sharing with EMEA team - meeting maker and SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,6/9/2021,General,Management of Vouchers for ASR SPIFF  (Jun-Jul21)
South Asia & Pacific,Philippines,53706,Gold,No,Y,Creative Infosolutions Inc.,Partner,PRM related activities,Emails,7/9/2021,General,Assist on OR submission
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,7/9/2021,General,Shared Q421 Plans summary reference to Anise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,7/9/2021,General,Shared  ASR SPIFF Jun-Jul 2021 Agreeemnt reference to Anise
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,7/9/2021,General,Work on Q4 template LoV
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,7/9/2021,General,Work on Q4 template LoV
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,7/9/2021,General,Topline ROI report 6 Sep 2021
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,7/9/2021,General,Assist on POP preparation for  ASR SPIFF
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,7/9/2021,General,Help partner on POP submission for SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Non Marketing,Emails,7/9/2021,General,Intro Anise to William and Fiona on Merge 1 and NSP training 
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,9/9/2021,General,Shared VSE+ OptIn partners to CM team
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,9/9/2021,General,Assist on POP preparation for  ASR SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,9/9/2021,General,Assist on POP preparation for  ASR SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,10/9/2021,General,Assist on POP preparation for  ASR SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Regional Reporting,Emails,10/9/2021,General,ASR Channel Marketing Deck updates for Darric call to Alice
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,10/9/2021,General,Assist on POP preparation for  ASR SPIFF
South Asia & Pacific,Malaysia,36307735,Platinum,No,Y,Wiki Labs Sdn Bhd,Partner,PRM related activities,Emails,13/9/2021,General,Help partner on POP submission for SPIFF
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,PRM related activities,Emails,13/9/2021,General,Claim reminder on activities that are expiring to CM team
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,13/9/2021,General,Request Manoj help on method to extract Oracle report to another person
South Asia & Pacific,Thailand,50660,Distribution Partner,No,Y,SiS Distribution (Thailand) Public Company Limited,Partner,Partner Engagement,Emails,14/9/2021,General,Intro of Anise by Weerakit to Disti on marketing planning and asset sharing
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Non Marketing,Emails,14/9/2021,Escalations,"Feature to sharing to external parties removed for Sim OD, now only can be granted request basis"
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Non Marketing,Emails,14/9/2021,Escalations,PMC lockout for whole team. 
South Asia & Pacific,Viet Nam,39226,Distribution Partner,No,Y,Synnex FPT Distribution Co. Ltd,Partner,PRM related activities,Emails,20/9/2021,General,Review L1 request
South Asia & Pacific,Viet Nam,39226,Distribution Partner,No,Y,Synnex FPT Distribution Co. Ltd,Partner,PRM related activities,Emails,20/9/2021,General,Review L1 request
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,20/9/2021,General,Flexicomms OFT and EML for BE Technical Bootcamp
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,Partner Engagement,Emails,21/9/2021,General,Crafting EDM invite for DYS - ASPR
South Asia & Pacific,Malaysia,9377,Distribution Partner,No,Y,Ingram Micro Malaysia Sdn Bhd,Partner,Partner Engagement,Emails,21/9/2021,General,Activity cancel due to Brunei lockdown
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Marketing Campaigns,Emails,21/9/2021,General,ASR PSM to confirm recipient of gift voucher for SPIFF program Jun-Jul2021
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,PRM related activities,Emails,21/9/2021,General,Help Sophie to assist Datacom NZ Helen on Claims
South Asia & Pacific,New Zealand,36889,Platinum,No,N,Datacom Systems Ltd,Partner,PRM related activities,Emails,21/9/2021,General,Sent step by step to Helen
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,Partner Engagement,Emails,21/9/2021,General,Determining recipient of invite for DYS - ASPR with leadership team
South Asia & Pacific,0,0,0,0,N,Veritas PAR,Veritas regional team,Partner Engagement,Emails,21/9/2021,General,Determining recipient of invite for DYS - ASPR with leadership team
HQ,0,0,0,0,N,Veritas APJ,Veritas APJ,Regional Reporting,Emails,21/9/2021,General,Conclude expired activities for Q3 funds to Alice and Cherise
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,VPDF Planning,Emails,22/9/2021,General,ASR Q4 funds review with Alex
South Asia & Pacific,Indonesia,8777877,Distribution Partner,No,Y,PT. Synnex Metrodata Indonesia,Partner,PRM related activities,Emails,23/9/2021,General,VPDF planning with Partner on SPIFF
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas Channel Ops,PRM related activities,Emails,23/9/2021,General,SPIFF Claim review for 511068
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas regional team,Partner Engagement,Emails,23/9/2021,General,Request submitted for EDM invite for DYS - ASPR
South Asia & Pacific,0,0,0,0,N,Veritas ASR,Veritas Channel Ops,PRM related activities,Emails,23/9/2021,General,Review POP submitted by SMI on SPIFF
